CustomerKey,CustomerAlternateKey,FirstName,MiddleInitial,LastName,MaritalStatus,Gender,DateOfBirth,PhoneNumber,StreetAddress,City,StateProvinceCode,StateProvinceName,CountryCode,CountryName,PostCode 
29063,AW00029063,Alan,L,Liang,S,M,1946-08-25,1 (11) 500 555-0161,4971 Twincreek Ct.,Melbourne,VIC,Victoria,AU,Australia,3000
29064,AW00029064,Jose,,Butler,S,M,1946-12-10,1 (11) 500 555-0154,2109 Harvey Way,Cranbourne,VIC,Victoria,AU,Australia,3977
29065,AW00029065,Pamela,,Rodriguez,S,F,1946-02-21,1 (11) 500 555-0160,832 Heights Ave.,Townsville,QLD,Queensland,AU,Australia,4810
29066,AW00029066,Ricky,,Suarez,M,M,1946-01-28,1 (11) 500 555-0128,9605 William Reed Drive,Warrnambool,VIC,Victoria,AU,Australia,3280
29067,AW00029067,Russell,E,Chander,M,M,1946-05-10,1 (11) 500 555-0115,8547 Lyon Circle,Geelong,VIC,Victoria,AU,Australia,3220
29068,AW00029068,Cassandra,D,Madan,S,F,1947-03-18,1 (11) 500 555-0129,9409 Cedar Point Loop,Matraville,NSW,New South Wales,AU,Australia,2036
29069,AW00029069,Clarence,,Lin,S,M,1947-05-14,1 (11) 500 555-0198,1930 Corte Del Sol,Melbourne,VIC,Victoria,AU,Australia,3000
29070,AW00029070,Arianna,H,Simmons,S,F,1978-05-15,581-555-0195,24 San Vincente Drive,Lakewood,CA,California,US,United States,90712
29071,AW00029071,Megan,,Thomas,S,F,1977-11-18,774-555-0158,2516 Bonifacio St.,Metchosin,BC,British Columbia,CA,Canada,V9
29072,AW00029072,Emma,,Ramirez,S,F,1977-08-18,476-555-0139,3713 Rollingwood Dr.,Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
29073,AW00029073,Melanie,M,Barnes,S,F,1977-02-19,276-555-0149,9341 Galloway Drive,Bellingham,WA,Washington,US,United States,98225
29074,AW00029074,Joan,R,Long,S,F,1977-07-28,834-555-0133,3571 N St.,Puyallup,WA,Washington,US,United States,98371
29075,AW00029075,Jack,R,Wright,S,M,1977-07-05,997-555-0136,5232 Black Point Pl.,Salem,OR,Oregon,US,United States,97301
29076,AW00029076,Megan,,Miller,S,F,1977-03-04,828-555-0199,9911 Northgate Road,Fremont,CA,California,US,United States,94536
29077,AW00029077,Blake,C,Henderson,S,M,1977-11-23,926-555-0187,9365 G St.,Santa Monica,CA,California,US,United States,90401
29078,AW00029078,Victoria,,Sanders,M,F,1977-09-27,985-555-0114,1267 Scenic Drive,Santa Monica,CA,California,US,United States,90401
29079,AW00029079,Brian,,Rogers,M,M,1976-06-07,530-555-0166,7375 Greendell Rd.,Lincoln Acres,CA,California,US,United States,91950
29080,AW00029080,Yolanda,,Nara,M,F,1949-07-17,1 (11) 500 555-0178,2556 Rivewview,Malabar,NSW,New South Wales,AU,Australia,2036
29081,AW00029081,Darren,,Lopez,S,M,1949-03-17,1 (11) 500 555-0132,5086 Rampo Ct.,Perth,SA,South Australia,AU,Australia,6006
29082,AW00029082,Sabrina,L,Ramos,S,F,1949-01-22,1 (11) 500 555-0143,868 Aspen Dr.,Wollongong,NSW,New South Wales,AU,Australia,2500
29083,AW00029083,Toni,M,Sullivan,S,F,1950-08-21,1 (11) 500 555-0122,9595 Burning Barn Dr.,Matraville,NSW,New South Wales,AU,Australia,2036
29084,AW00029084,Beth,L,Hernandez,S,F,1950-06-23,1 (11) 500 555-0145,5234 Esperanza Drive,Hervey Bay,QLD,Queensland,AU,Australia,4655
29085,AW00029085,Brad,M,Goel,M,M,1950-11-27,1 (11) 500 555-0167,8305 California St.,Cloverdale,SA,South Australia,AU,Australia,6105
29086,AW00029086,Frank,F,Diaz,S,M,1950-01-13,1 (11) 500 555-0149,2333 62nd Ave,Rockhampton,QLD,Queensland,AU,Australia,4700
29087,AW00029087,Steve,,Ye,M,M,1950-10-16,1 (11) 500 555-0118,6986 Countrywood Ct.,Newcastle,NSW,New South Wales,AU,Australia,2300
29088,AW00029088,Tamara,,Anand,S,F,1950-03-01,1 (11) 500 555-0112,1766 Virgina Hills Drive,Newcastle,NSW,New South Wales,AU,Australia,2300
29089,AW00029089,Noah,L,Henderson,S,M,1980-01-13,490-555-0162,4067 Elm Road,Burbank,CA,California,US,United States,91502
29090,AW00029090,Lacey,,Ye,M,F,1952-08-21,1 (11) 500 555-0144,8922 Preston Ct,Lavender Bay,NSW,New South Wales,AU,Australia,2060
29091,AW00029091,Mallory,,Hernandez,M,F,1952-10-12,1 (11) 500 555-0118,4499 Alpha Way,Cranbourne,VIC,Victoria,AU,Australia,3977
29092,AW00029092,Jessie,,Ma,S,M,1952-11-26,1 (11) 500 555-0116,584 Laguna St.,Warrnambool,VIC,Victoria,AU,Australia,3280
29093,AW00029093,Erik,J,Blanco,M,M,1952-10-05,1 (11) 500 555-0161,734 Clayton Rd.,North Sydney,NSW,New South Wales,AU,Australia,2055
29094,AW00029094,Jessie,,He,M,M,1952-06-26,1 (11) 500 555-0158,6111 Newcastle Road,Cranbourne,VIC,Victoria,AU,Australia,3977
29095,AW00029095,Jaime,E,Jimenez,M,M,1952-03-28,1 (11) 500 555-0137,2376 Holiday Hills Dr.,Lane Cove,NSW,New South Wales,AU,Australia,1597
29096,AW00029096,Margaret,C,Stewart,M,F,1953-02-10,1 (11) 500 555-0197,3553 S. 38th Street,Bendigo,VIC,Victoria,AU,Australia,3550
29097,AW00029097,Bonnie,A,Beck,S,F,1953-12-10,1 (11) 500 555-0114,4550 Glenellen Court,Townsville,QLD,Queensland,AU,Australia,4810
29098,AW00029098,Jimmy,,Gill,M,M,1953-04-10,1 (11) 500 555-0136,9302 Veracruz,Matraville,NSW,New South Wales,AU,Australia,2036
29099,AW00029099,Tony,,Shen,M,M,1953-07-12,1 (11) 500 555-0123,9643 North Star Dr,Perth,SA,South Australia,AU,Australia,6006
29100,AW00029100,Vanessa,J,Diaz,S,F,1954-01-19,1 (11) 500 555-0190,378 Trees Drive,Warrnambool,VIC,Victoria,AU,Australia,3280
29101,AW00029101,Monique,M,Rubio,S,F,1954-06-08,1 (11) 500 555-0177,5385 Sony Hill Circle,Rhodes,NSW,New South Wales,AU,Australia,2138
29102,AW00029102,Marie,L,Mehta,S,F,1955-03-25,1 (11) 500 555-0165,9170 Glen Ellen Court,Hobart,TAS,Tasmania,AU,Australia,7001
29103,AW00029103,Karl,,Raji,M,M,1955-11-08,1 (11) 500 555-0146,7545 Stanford Way,Malabar,NSW,New South Wales,AU,Australia,2036
29104,AW00029104,Nathan,L,Zhang,M,M,1975-07-16,509-555-0189,7538 Adobe Dr,Victoria,BC,British Columbia,CA,Canada,V8V
29105,AW00029105,Martha,,Ma,M,F,1975-11-11,735-555-0183,9593 Delaware Dr.,Burbank,CA,California,US,United States,91502
29106,AW00029106,Calvin,,Beck,S,M,1975-03-07,286-555-0133,6878 Dublin,Burlingame,CA,California,US,United States,94010
29107,AW00029107,Tonya,A,Luo,S,F,1975-04-17,700-555-0132,1724 Vancover Way,Concord,CA,California,US,United States,94519
29108,AW00029108,Seth,E,Evans,S,M,1975-06-22,894-555-0175,6675 Logan Ct,El Cajon,CA,California,US,United States,92020
29109,AW00029109,Elizabeth,,Miller,M,F,1974-07-17,194-555-0113,157 Tara St.,San Francisco,CA,California,US,United States,94109
29110,AW00029110,Sydney,M,Smith,S,F,1973-04-11,641-555-0152,719 Sycamore Drive,Los Angeles,CA,California,US,United States,90012
29111,AW00029111,Dale,A,Anand,S,M,1973-11-25,587-555-0116,827 Near Dr.,Burbank,CA,California,US,United States,91502
29112,AW00029112,Edward,S,Powell,S,M,1976-06-24,387-555-0144,9797 Cobblestone Ct.,Bellflower,CA,California,US,United States,90706
29113,AW00029113,Alícia,J,Anand,S,F,1956-05-26,1 (11) 500 555-0159,2176 Apollo Way,Cranbourne,VIC,Victoria,AU,Australia,3977
29114,AW00029114,Levi,,Raman,M,M,1956-09-19,1 (11) 500 555-0170,6934 Dos Encinas,Rhodes,NSW,New South Wales,AU,Australia,2138
29115,AW00029115,Jacquelyn,,Munoz,M,F,1957-02-08,1 (11) 500 555-0116,6907 Woodchuck Pl,Melbourne,VIC,Victoria,AU,Australia,3000
29116,AW00029116,Janelle,T,Patel,M,F,1958-05-08,1 (11) 500 555-0118,3504 Mesa Vista Dr.,Melton,VIC,Victoria,AU,Australia,3337
29117,AW00029117,Glenn,L,She,S,M,1958-02-04,1 (11) 500 555-0130,5625 7810th Avenue,Rockhampton,QLD,Queensland,AU,Australia,4700
29118,AW00029118,Noah,E,Griffin,S,M,1958-02-06,1 (11) 500 555-0128,5816 Yukon Street,Cranbourne,VIC,Victoria,AU,Australia,3977
29119,AW00029119,Lee,,Oliver,S,M,1958-10-13,1 (11) 500 555-0189,2345 Firestone Drive,Malabar,NSW,New South Wales,AU,Australia,2036
29120,AW00029120,Kaitlyn,,Brown,S,F,1958-03-23,1 (11) 500 555-0158,3574 Haven Hill Drive,Gold Coast,QLD,Queensland,AU,Australia,4217
29121,AW00029121,Julie,M,Luo,S,F,1959-03-16,1 (11) 500 555-0163,2061 Hillsborough Dr,Brisbane,QLD,Queensland,AU,Australia,4000
29122,AW00029122,Shannon,S,Munoz,M,M,1959-03-05,1 (11) 500 555-0181,8840 D Kiska Ct,Perth,SA,South Australia,AU,Australia,6006
29123,AW00029123,Tonya,,Goel,M,F,1959-12-20,1 (11) 500 555-0169,323 Chocolate Court,Gold Coast,QLD,Queensland,AU,Australia,4217
29124,AW00029124,Angel,J,Edwards,M,M,1974-01-14,980-555-0148,3654 Alaska Dr.,Haney,BC,British Columbia,CA,Canada,V2W 1W2
29125,AW00029125,Andrea,D,Reed,M,F,1974-12-10,912-555-0135,8565 Marie Drive,Yakima,WA,Washington,US,United States,98901
29126,AW00029126,Chloe,,Cox,S,F,1974-09-26,237-555-0112,2477 Macalven Drive,Burbank,CA,California,US,United States,91502
29127,AW00029127,Bryan,L,Murphy,M,M,1966-11-19,511-555-0166,7368 South Royal Links,Colma,CA,California,US,United States,94014
29128,AW00029128,Alyssa,,Reed,M,F,1966-09-14,966-555-0118,2559 Gumwood,Grossmont,CA,California,US,United States,91941
29129,AW00029129,Timothy,,Watson,M,M,1966-03-01,196-555-0160,5474 Limewood Pl.,San Gabriel,CA,California,US,United States,91776
29130,AW00029130,Hannah,A,Washington,M,F,1957-09-22,614-555-0182,7559 W. Buchanan Rd.,Westminster,BC,British Columbia,CA,Canada,V3L 1H4
29131,AW00029131,Brandon,,Coleman,S,M,1964-05-16,521-555-0139,5938 William Way,Glendale,CA,California,US,United States,91203
29132,AW00029132,Brianna,E,Cook,S,F,1964-06-16,411-555-0118,2383 Pepper Drive,Daly City,CA,California,US,United States,94015
29133,AW00029133,Sydney,L,King,S,F,1964-03-17,363-555-0155,9845 Barberry Court,Oregon City,OR,Oregon,US,United States,97045
29134,AW00029134,Pedro,,Dominguez,M,M,1964-03-16,967-555-0121,4594 Hill Drive,Burien,WA,Washington,US,United States,98168
29135,AW00029135,Adam,C,Allen,M,M,1964-10-04,252-555-0173,3491 Cook Street,Haney,BC,British Columbia,CA,Canada,V2W 1W2
29136,AW00029136,Caroline,L,Bryant,M,F,1964-05-08,574-555-0157,2603 Brenda Circle,Bellflower,CA,California,US,United States,90706
29137,AW00029137,Jack,M,Allen,M,M,1963-07-20,407-555-0140,3450 Oakleaf Ct.,Metchosin,BC,British Columbia,CA,Canada,V9
29138,AW00029138,Eduardo,E,Wood,M,M,1963-02-13,598-555-0125,1367 Sheppard Way,Woodland Hills,CA,California,US,United States,91364
29139,AW00029139,Riley,L,Coleman,S,F,1968-08-22,464-555-0189,460 Almond Avve,Torrance,CA,California,US,United States,90505
29140,AW00029140,Richard,,Ward,S,M,1963-11-28,667-555-0151,5592 Eagle Peak Ave.,Port Orchard,WA,Washington,US,United States,98366
29141,AW00029141,Suzanne,R,Wang,S,F,1962-07-17,429-555-0185,9819 Anchor Court,Berkeley,CA,California,US,United States,94704
29142,AW00029142,Ashley,C,Smith,M,F,1962-05-24,847-555-0116,6613 Benton St.,Burlingame,CA,California,US,United States,94010
29143,AW00029143,Grace,,Jenkins,S,F,1962-03-16,146-555-0116,3284 Bynum Way,Lakewood,CA,California,US,United States,90712
29144,AW00029144,Brandon,R,Zhang,M,M,1962-02-11,822-555-0128,8461 Everett Ct,Redmond,WA,Washington,US,United States,98052
29145,AW00029145,Shelby,L,Gray,M,F,1962-08-10,744-555-0162,938 San Ysidro Court,Olympia,WA,Washington,US,United States,98501
29146,AW00029146,Ian,E,Henderson,M,M,1962-10-08,313-555-0114,6366 Baker Dr.,Edmonds,WA,Washington,US,United States,98020
29147,AW00029147,Mary,S,Roberts,S,F,1961-02-14,559-555-0110,3043 Rock Creek Pl.,Marysville,WA,Washington,US,United States,98270
29148,AW00029148,Gabriella,D,Murphy,S,F,1961-11-13,733-555-0148,7271 Anyway St,Mill Valley,CA,California,US,United States,94941
29149,AW00029149,Ariana,,Bell,M,F,1961-08-20,868-555-0159,4328 Liszt Way,Cliffside,BC,British Columbia,CA,Canada,V8Y 1L1
29150,AW00029150,Wyatt,C,Griffin,M,M,1961-07-12,171-555-0168,879 St. Andrews Way,Lake Oswego,OR,Oregon,US,United States,97034
29151,AW00029151,Caroline,,Long,M,F,1961-03-23,933-555-0167,6189 Mt. McKinley Ct,Chula Vista,CA,California,US,United States,91910
29152,AW00029152,Steven,H,Sanders,M,M,1961-07-25,382-555-0123,4612 A St.,Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
29153,AW00029153,Pedro,,Arun,S,M,1960-03-17,720-555-0187,8041 Erie Dr.,Beverly Hills,CA,California,US,United States,90210
29154,AW00029154,Eduardo,,Bennett,S,M,1967-09-16,587-555-0119,6453 Pacific,Langley,BC,British Columbia,CA,Canada,V3A 4R2
29155,AW00029155,Gabriella,L,Kelly,S,F,1967-10-08,963-555-0150,9389 RaceCourt,Puyallup,WA,Washington,US,United States,98371
29156,AW00029156,Ashley,J,Barnes,S,F,1967-10-22,610-555-0118,3142 Grenadine Way,San Francisco,CA,California,US,United States,94109
29157,AW00029157,Seth,,Powell,S,M,1967-04-27,651-555-0153,1065 Almond St.,Santa Cruz,CA,California,US,United States,95062
29158,AW00029158,Ian,A,Edwards,M,M,1960-12-11,107-555-0166,2969 Broadmoor Avenue,Burien,WA,Washington,US,United States,98168
29159,AW00029159,Emma,,Morgan,M,F,1960-07-14,343-555-0150,5890 Ardith Drive,Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
29160,AW00029160,Logan,N,Baker,S,M,1959-02-26,173-555-0170,3014 Stanford Street,Marysville,WA,Washington,US,United States,98270
29161,AW00029161,Thomas,,Martinez,S,M,1959-07-24,162-555-0144,3008 Lolita Drive,Oakland,CA,California,US,United States,94611
29162,AW00029162,Xavier,,Murphy,M,M,1959-02-13,838-555-0145,42 Clayton Rd.,Salem,OR,Oregon,US,United States,97301
29163,AW00029163,Mason,R,Murphy,S,M,1959-02-06,653-555-0175,4977 Candlestick Dr.,Portland,OR,Oregon,US,United States,97205
29164,AW00029164,Jennifer,D,James,M,F,1959-09-23,333-555-0121,3416 Cunha Ct,Oregon City,OR,Oregon,US,United States,97045
29165,AW00029165,Benjamin,,Perry,S,M,1959-06-17,590-555-0180,3575 Tulip St,N. Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
29166,AW00029166,Jaime,,Hernandez,S,M,1959-05-02,474-555-0136,2664 Escobar,Berkeley,CA,California,US,United States,94704
29167,AW00029167,Dawn,L,Shen,S,F,1959-03-12,786-555-0191,2880 Ponderosa Dr.,Bremerton,WA,Washington,US,United States,98312
29168,AW00029168,Derrick,,Romero,S,M,1959-02-26,781-555-0172,5186 Oeffler Ln.,Chula Vista,CA,California,US,United States,91910
29169,AW00029169,Victoria,C,Bailey,S,F,1958-09-18,286-555-0132,9090 Cristobal,Bremerton,WA,Washington,US,United States,98312
29170,AW00029170,Alexandra,J,Adams,S,F,1958-10-16,629-555-0159,3215 Polson Court,Burlingame,CA,California,US,United States,94010
29171,AW00029171,Jay,D,Alvarez,M,M,1958-05-04,398-555-0192,9590 Sutton Circle,Burien,WA,Washington,US,United States,98168
29172,AW00029172,Arturo,,Carson,S,M,1958-10-24,215-555-0124,911 Nicholas Drive,Concord,CA,California,US,United States,94519
29173,AW00029173,Richard,,Bradley,S,M,1958-11-20,498-555-0175,3305 East Altarinda Dr.,Yakima,WA,Washington,US,United States,98901
29174,AW00029174,Richard,,Parker,S,M,1958-11-15,183-555-0141,3098 Eastgate Ave,Puyallup,WA,Washington,US,United States,98371
29175,AW00029175,Sean,D,Rivera,M,M,1958-08-06,837-555-0175,6080 Candelero Pl.,Burien,WA,Washington,US,United States,98168
29176,AW00029176,Luke,,Evans,M,M,1958-02-08,436-555-0118,1565 Esperanea Dr.,Shawnee,BC,British Columbia,CA,Canada,V8Z 4N5
29177,AW00029177,Frank,,Martin,M,M,1929-11-06,730-555-0167,3448 Concord,Chula Vista,CA,California,US,United States,91910
29178,AW00029178,Candice,,She,M,F,1969-09-01,1 (11) 500 555-0145,7077 Blue Jay Drive,North Ryde,NSW,New South Wales,AU,Australia,2113
29179,AW00029179,Patricia,K,Mehta,M,F,1969-06-10,1 (11) 500 555-0110,2524 Garden Ave.,Warrnambool,VIC,Victoria,AU,Australia,3280
29180,AW00029180,Erik,T,Gomez,M,M,1969-04-05,1 (11) 500 555-0183,5905 Hawthorne Dr.,North Ryde,NSW,New South Wales,AU,Australia,2113
29181,AW00029181,Melinda,,Suarez,S,F,1968-05-13,1 (11) 500 555-0132,3823 Birch Bark Dr,Cloverdale,SA,South Australia,AU,Australia,6105
29182,AW00029182,Wesley,K,Xu,M,M,1968-12-26,1 (11) 500 555-0170,8604 Dolores Way,Rhodes,NSW,New South Wales,AU,Australia,2138
29183,AW00029183,Gabrielle,,Simmons,M,F,1970-11-24,1 (11) 500 555-0135,3664 Colt Ct.,Hervey Bay,QLD,Queensland,AU,Australia,4655
29184,AW00029184,Kristi,I,Madan,M,F,1970-04-12,1 (11) 500 555-0176,6492 Palms Dr.,Findon,SA,South Australia,AU,Australia,5023
29185,AW00029185,Warren,R,Li,M,M,1968-09-21,1 (11) 500 555-0139,7632 Willbrook Court,Wollongong,NSW,New South Wales,AU,Australia,2500
29186,AW00029186,Mathew,A,Serrano,S,M,1968-06-19,1 (11) 500 555-0114,926 Morning Way,Townsville,QLD,Queensland,AU,Australia,4810
29187,AW00029187,Jerome,L,Ramos,M,M,1968-04-12,1 (11) 500 555-0162,5510 Chickpea Ct.,Bendigo,VIC,Victoria,AU,Australia,3550
29188,AW00029188,Colin,,Kumar,S,M,1968-09-19,1 (11) 500 555-0136,7085 Valley Run,Hawthorne,QLD,Queensland,AU,Australia,4171
29189,AW00029189,Roy,C,Dominguez,S,M,1967-06-23,1 (11) 500 555-0116,9130 San Ramon Road,North Sydney,NSW,New South Wales,AU,Australia,2055
29190,AW00029190,Kaitlin,C,Suri,S,F,1969-08-11,1 (11) 500 555-0188,9955 Terra Grand,Rhodes,NSW,New South Wales,AU,Australia,2138
29191,AW00029191,Chelsea,,Weber,S,F,1969-11-19,1 (11) 500 555-0121,7938 Blue Ridge,Sydney,NSW,New South Wales,AU,Australia,1002
29192,AW00029192,Jessica,R,Ramirez,M,F,1967-10-27,1 (11) 500 555-0177,6312 San Ramon Road,Warrnambool,VIC,Victoria,AU,Australia,3280
29193,AW00029193,Alejandro,W,Liang,S,M,1966-09-06,1 (11) 500 555-0140,2894 Encino Dr.,Port Macquarie,NSW,New South Wales,AU,Australia,2444
29194,AW00029194,Grace,B,Powell,M,F,1966-10-25,1 (11) 500 555-0113,4566 Bermad Drive,Wollongong,NSW,New South Wales,AU,Australia,2500
29195,AW00029195,Barbara,,Xu,M,F,1966-10-10,1 (11) 500 555-0194,9241 St George Dr.,Wollongong,NSW,New South Wales,AU,Australia,2500
29196,AW00029196,Darren,,Serrano,M,M,1966-01-21,1 (11) 500 555-0140,6369 Ellis Street,Gold Coast,QLD,Queensland,AU,Australia,4217
29197,AW00029197,Morgan,,Brown,S,F,1953-07-04,604-555-0190,4647 Maywood Lane,Victoria,BC,British Columbia,CA,Canada,V8V
29198,AW00029198,Faith,,Ramirez,M,F,1953-07-06,199-555-0117,3558 Pebble Glen Drive,West Covina,CA,California,US,United States,91791
29199,AW00029199,James,M,Wilson,S,M,1953-10-07,526-555-0183,3607 Cloudview Dr.,Fremont,CA,California,US,United States,94536
29200,AW00029200,Jackson,,Collins,M,M,1957-02-25,212-555-0155,8221 Argyll Ave.,Beaverton,OR,Oregon,US,United States,97005
29201,AW00029201,Kara,E,Jai,S,F,1957-05-18,976-555-0195,4228 Creekside Drive,Berkeley,CA,California,US,United States,94704
29202,AW00029202,Jerry,,Kumar,M,M,1957-11-18,161-555-0175,1410 N Ranchford Court,Burien,WA,Washington,US,United States,98168
29203,AW00029203,Laura,,Hu,M,F,1957-04-28,402-555-0192,8502 Diver Way,Chula Vista,CA,California,US,United States,91910
29204,AW00029204,Austin,,Sharma,S,M,1957-11-26,121-555-0169,3874 Claudia Court,Walla Walla,WA,Washington,US,United States,99362
29205,AW00029205,David,V,Long,M,M,1956-11-16,415-555-0123,1180 Rhea Ct,West Covina,CA,California,US,United States,91791
29206,AW00029206,Nicholas,,Anderson,M,M,1956-08-23,811-555-0156,77 Birchwood,Grossmont,CA,California,US,United States,91941
29207,AW00029207,Katelyn,O,James,M,F,1956-01-27,431-555-0164,2082 Satin Court,Tacoma,WA,Washington,US,United States,98403
29208,AW00029208,Amber,,Lopez,M,F,1956-11-12,912-555-0164,2719 Clearland Circle,Bellingham,WA,Washington,US,United States,98225
29209,AW00029209,Jordan,,Evans,M,M,1965-09-05,628-555-0181,5023 Stephine Way,Westminster,BC,British Columbia,CA,Canada,V3L 1H4
29210,AW00029210,Devin,M,Peterson,M,M,1965-08-07,162-555-0182,7091 Glen Arms Dr.,Everett,WA,Washington,US,United States,98201
29211,AW00029211,Stephanie,,Ross,M,F,1965-06-14,128-555-0175,9318 Hawkridge Terrace,Lynnwood,WA,Washington,US,United States,98036
29212,AW00029212,Jocelyn,,Gonzales,S,F,1965-12-15,757-555-0163,2348 Fruitwood,Marysville,WA,Washington,US,United States,98270
29213,AW00029213,Jodi,,Luo,S,F,1964-10-06,958-555-0116,1663 Park Glen Court,Cliffside,BC,British Columbia,CA,Canada,V8Y 1L1
29214,AW00029214,Joseph,E,Martinez,S,M,1964-06-25,370-555-0118,1999 Orangewood Court,Westminster,BC,British Columbia,CA,Canada,V3L 1H4
29215,AW00029215,Abigail,,Barnes,S,F,1964-03-13,121-555-0184,8674 Marina Vill Pkwy.,Corvallis,OR,Oregon,US,United States,97330
29216,AW00029216,Antonio,,Wood,S,M,1964-05-19,341-555-0163,2569 Serrana Ct.,Lebanon,OR,Oregon,US,United States,97355
29217,AW00029217,Alexis,D,Wilson,M,F,1964-11-23,645-555-0187,8096 Mt. Washington Way,Tacoma,WA,Washington,US,United States,98403
29218,AW00029218,Brandon,T,Moore,S,M,1964-04-01,187-555-0180,1911 Almond Avenue,W. Linn,OR,Oregon,US,United States,97068
29219,AW00029219,Darren,,Arun,S,M,1964-06-17,160-555-0114,5137 Napa Court,Chula Vista,CA,California,US,United States,91910
29220,AW00029220,Melinda,,Ramos,S,F,1964-03-23,204-555-0116,5867 North Ridge Drive,Colma,CA,California,US,United States,94014
29221,AW00029221,Kelly,,Bennett,S,F,1964-06-09,619-555-0132,666 Lafayette Street,Oakland,CA,California,US,United States,94611
29222,AW00029222,Evan,R,Perez,M,M,1964-05-04,170-555-0111,8779 Knollview Court,Torrance,CA,California,US,United States,90505
29223,AW00029223,Angel,,Phillips,S,M,1956-01-15,939-555-0115,6387 Balhan Dr.,Bremerton,WA,Washington,US,United States,98312
29224,AW00029224,Kaylee,,Bailey,M,F,1956-07-08,985-555-0144,6809 El Capitan Lane,Concord,CA,California,US,United States,94519
29225,AW00029225,Matthew,,Lee,S,M,1956-04-09,220-555-0158,7086 O St.,Port Orchard,WA,Washington,US,United States,98366
29226,AW00029226,Katherine,A,Lee,S,F,1934-04-18,679-555-0126,6694 Falcon Dr.,Redmond,WA,Washington,US,United States,98052
29227,AW00029227,Levi,I,Patel,S,M,1934-01-05,534-555-0178,5309 Diane Ct.,Chula Vista,CA,California,US,United States,91910
29228,AW00029228,Courtney,,Campbell,S,F,1934-06-24,189-555-0178,5518 Baldwin Dr.,Newport Beach,CA,California,US,United States,92625
29229,AW00029229,Lance,A,Moreno,S,M,1963-10-25,906-555-0186,6682 Fountainhead Ct.,Cliffside,BC,British Columbia,CA,Canada,V8Y 1L1
29230,AW00029230,Kaitlyn,B,Diaz,S,F,1963-08-05,961-555-0119,4932 La Jolla,Haney,BC,British Columbia,CA,Canada,V2W 1W2
29231,AW00029231,Brittany,,Simmons,S,F,1963-07-13,197-555-0115,7378 Fairfield Avenue,Victoria,BC,British Columbia,CA,Canada,V8V
29232,AW00029232,Samantha,V,Simmons,S,F,1963-03-11,178-555-0186,2288 Morning Way,Milwaukie,OR,Oregon,US,United States,97222
29233,AW00029233,Caitlin,,Sanders,S,F,1963-08-25,506-555-0115,6820 Willow Pass Dr,Olympia,WA,Washington,US,United States,98501
29234,AW00029234,Kevin,,Lopez,M,M,1963-10-08,934-555-0113,4770 Blue Jay Drive,Daly City,CA,California,US,United States,94015
29235,AW00029235,Isaiah,W,Rogers,S,M,1963-12-23,500-555-0133,1007 Cardinet Dr.,El Cajon,CA,California,US,United States,92020
29236,AW00029236,Eric,,Young,S,M,1963-04-04,212-555-0155,5738 Bent Tree Lane,El Cajon,CA,California,US,United States,92020
29237,AW00029237,Jennifer,B,Jenkins,S,F,1963-08-17,257-555-0141,7942 Palms,Lakewood,CA,California,US,United States,90712
29238,AW00029238,Xavier,,Powell,S,M,1963-06-15,701-555-0120,8004 Broadmoor Ave.,Torrance,CA,California,US,United States,90505
29239,AW00029239,Samantha,R,Miller,S,F,1963-06-14,666-555-0138,7467 Canyon Road,Torrance,CA,California,US,United States,90505
29240,AW00029240,Madeline,,Allen,S,F,1962-07-02,666-555-0160,7207 St. Andrews Way,Westminster,BC,British Columbia,CA,Canada,V3L 1H4
29241,AW00029241,Sophia,,Evans,S,F,1962-08-28,165-555-0114,3510 Brook Way,Bellingham,WA,Washington,US,United States,98225
29242,AW00029242,Blake,D,Thomas,M,M,1962-10-02,116-555-0151,2313 B Southampton Rd,Yakima,WA,Washington,US,United States,98901
29243,AW00029243,Jared,,Torres,S,M,1962-12-20,646-555-0117,6666 Tosca Way,Bellflower,CA,California,US,United States,90706
29244,AW00029244,Eric,,Ross,S,M,1962-08-22,837-555-0153,1519 Birch Bark Road,Chula Vista,CA,California,US,United States,91910
29245,AW00029245,Angel,H,Roberts,M,M,1962-12-16,352-555-0128,3189 Oakgrove,Palo Alto,CA,California,US,United States,94303
29246,AW00029246,Thomas,,Williams,S,M,1962-06-04,561-555-0188,4566 Magnolia Ave.,San Diego,CA,California,US,United States,92102
29247,AW00029247,Sara,,Gray,S,F,1961-06-24,182-555-0192,8803 La Mar Ct,Langford,BC,British Columbia,CA,Canada,V9
29248,AW00029248,Jonathan,B,Martin,S,M,1961-06-19,220-555-0128,3332 Walnut Blvd.,Redmond,WA,Washington,US,United States,98052
29249,AW00029249,Austin,H,Long,M,M,1961-06-19,412-555-0173,6126 Virgil Street,Sedro Woolley,WA,Washington,US,United States,98284
29250,AW00029250,Anthony,V,Williams,S,M,1961-04-16,681-555-0164,4051 Show Rd.,Yakima,WA,Washington,US,United States,98901
29251,AW00029251,Mandy,,Zhou,M,F,1961-03-04,392-555-0163,4625 Dos Encinas,Beverly Hills,CA,California,US,United States,90210
